Key,Id,Korean(ko)
LE_EWindowStyle_Windowed,139459172264505367,창 모드
LE_UpscalingFilterSelection_Auto,139512957397561347,자동
LE_UpscalingFilterSelection_FSR,139512957397561350,FSR
LE_UpscalingFilterSelection_Linear,139512957397561348,선형
LE_UpscalingFilterSelection_Point,139512957397561349,포인트
QUESTS_COMPLETED_TOAST_DESCRIPTION,135081248315924480,칼에게 말을 걸어 보상을 받으세요
QUEST_COMPLETED_NOTIFICATION_TITLE,135081004761079808,퀘스트 완료!
RANGUS_FILE_CONSUMED_PROMPT,129670008638791680,이미 발견된 랭거스 파일
RANGUS_FILE_MARKER_CLAIMED_TEXT_FMT,131574576540803072,랭거스 파일: {TextName}<br>(이미 발견됨)
RANGUS_FILE_MARKER_TEXT_FMT,130476658312339456,랭거스 파일: {TextName}
RAW_TEXT_FMT,130499560646631424,{Text}
UI_CARLTERMINAL_CHALLENGES,139166315988377600,도전
UI_CARLTERMINAL_CLAIM_BTN_CLAIMED,142385861473853440,수령 완료
UI_CARLTERMINAL_CLAIM_BTN_LOCKED,142385863298375680,잠김
UI_CODEX_ENEMIES_TAB,135116477412704256,생명체
UI_False,139510450587889664,거짓
UI_INSPECT_MUTATION_SUBTITLE,132645578322468864,돌연변이
UI_INTERACTION_MUTATION,133755069285785600,돌연변이 획득:<color={RewardColor}>{TextName}</color><br><br>{Description}
UI_INTERACTION_WEAPON,131103886683398144,무기 획득: {Text}
UI_INTERACTION_WEAPON_TITLE,131105138871885824,무기
UI_OBJECTIVES_TITLE,141649218399887360,목표:
UI_RUNINFO_ENEMY_HEALTH_FMT,127528200000000000,> 적 체력: +{percent}%
UI_RUNINFO_TIME_FMT,127528100000000000,행성계 내 시간: {time}
UI_True,139510449321209856,참
UI_MAX_STACKS_FMT,150353972479123456,최대 중첩: {count}
CELEBRATION_BANNER_MUTATION_UNLOCKED,157196339714711552,돌연변이 잠금 해제!
CELEBRATION_BANNER_ITEM_UNLOCKED,157196341396627456,아이템 잠금 해제!
CELEBRATION_BANNER_FLAIR_UNLOCKED,157196345850978304,재능 잠금 해제!
CELEBRATION_BANNER_ARTIFACT_UNLOCKED,157204905355894784,유물 잠금 해제!
MAIN_MENU_DISCORD_REPORT_BUG_BUTTON,160623538572615680,버그 신고하기
UI_MAIN_MENU_REPORT_BUG_MESSAGE,160864087942619136,버그 제보나 게임 피드백은 Discord에 남겨 주세요!
OPTS_MULTIPLAYER_HOST_MODE,160914647022559232,로비 공개 범위
OPTS_HOST_MODE_PUBLIC,160920542238466048,공개
OPTS_HOST_MODE_FRIENDS,160920542238466049,친구 전용
OPTS_HOST_MODE_PRIVATE,160920542238466050,비공개
UI_MULTIPLAYER_HOST_MODE_HELP_TITLE,160920542238466051,로비 공개 범위
UI_MULTIPLAYER_HOST_MODE_HELP_MESSAGE,160920542238466052,호스팅 중인 게임에 참가할 수 있는 사람을 설정합니다. 공개: 로비 목록에서 누구나 참가할 수 있습니다. 친구 전용: Steam 친구만 로비를 확인하고 참가할 수 있습니다. 비공개: 게임이 로비 목록에 표시되지 않습니다.
UI_NEWSAVE_TITLE,161300188696141824,신규 직원 설정
UI_NEWSAVE_PLAY_TUTORIAL,161300196812120064,튜토리얼 플레이
UI_NEWSAVE_TUTORIAL,161325451916075008,튜토리얼
UI_NEWSAVE_SUBTITLE,161325468882034688,런 시작 전에 런 설정에서 변경할 수 있습니다.
UI_NEWSAVE_SCREENTITLE,161550229604130816,시작 난이도 선택
UI_CODEX_TIER_UNDISCOVERED,163840130551836672,???
UI_CARLTERMINAL_MAINLINE_PROGRESS,164591723147681792,메인 라인: {Current}/{Total}
UI_CARLTERMINAL_COMPLETE_ALL_TO_EARN,164593566355546112,모든 퀘스트 완료 시 획득:
CELEBRATION_BANNER_CODEX_HINT,157204904043077632,도감에 항목 추가됨
CELEBRATION_BANNER_CONFIRM,157229979689541632,확인
CELEBRATION_BANNER_FLAIR_EQUIP_HINT,157204896069705728,*볼트 버거에서 장착
CELEBRATION_BANNER_NEW_QUESTLINE_UNLOCKED,157204890768105472,새 퀘스트라인 잠금 해제: {name}
CELEBRATION_BANNER_QUEST_COMPLETE,157196335902089216,퀘스트 완료!
CELEBRATION_BANNER_RANK_HEADING,157240833617158144,직원 등급 {rank}
CELEBRATION_BANNER_RANK_INCREASED,157196347440619520,직원 등급 상승!
CELEBRATION_BANNER_REWARDS_EARNED,157243622590242816,획득한 보상
CELEBRATION_BANNER_RP_TO_NEXT_RANK,157204893980942336,다음 등급까지 남은 RP: {amount}
CELEBRATION_BANNER_WEAPON_EQUIP_HINT,157204901467774976,*고기 보관함에서 장착
CELEBRATION_BANNER_WEAPON_UNLOCKED,157238824793006080,무기 잠금 해제!
CODEX_TOAST_HEADER_ARTIFACT,158291413488664576,신규 유물!
CODEX_TOAST_HEADER_CREATURE,158291454114693120,신규 생명체!
CODEX_TOAST_HEADER_CURRENCY,158291422971985920,신규 자원!
CODEX_TOAST_HEADER_GENERIC,158291396984078336,신규 항목!
CODEX_TOAST_HEADER_ITEM,158291406320599040,신규 아이템!
CODEX_TOAST_HEADER_MEAT,158291431851327488,신규 고기!
CODEX_TOAST_HEADER_RANGUS_FILE,158291467289001984,신규 랭거스 파일!
CODEX_TOAST_SUBHEADER,158291475207847936,도감에 추가됨
END_STAGE_HEADER_PLANET_STATS,144853505636556800,행성 통계
END_STAGE_MEAT_CORE_SECURED,144127700346331136,고기 코어 확보
IA_SurpriseMe,145669286033088512,알아서 골라줘
INFORMATION_TERMINAL_TITLE,159254944652492800,도감
LEVEL_UP_AUTO_SELECT_FMT,160182415509151744,자동 선택까지: <color=#FF0080>{Seconds}</color>초
LEVEL_UP_EXIT,146737720124760064,[InputAction:Cancel] 업그레이드 선택 종료
LEVEL_UP_IN_SECONDS_FMT,160177751237582848,<color=#FF0080>{Seconds:0.0}</color>초 후 일시 정지
LEVEL_UP_STILL_SELECTING_TITLE,160189906225717248,여전히 고기 과학자들이 고민 중…
LE_EDrawDistance_Close,155444035605950464,가까움
LE_EDrawDistance_Far,155444035631116289,멀리
LE_EDrawDistance_Medium,155444035631116288,중간
TUTORIAL_COMPLETE_TITLE,158105394041839616,수료증
TUTORIAL_COMPLETION_CARL_NAME,158106223612256256,"칼 랭거스, CEO"
TUTORIAL_COMPLETION_SIGNED,158106159250661376,서명:
TUTORIAL_COMPLETION_SQUISHIE_NAME,158105683281043456,스퀴시
TUTORIAL_COMPLETION_SUBTITLE_01,158105588380721152,다음을 증명합니다
TUTORIAL_COMPLETION_SUBTITLE_02,158105801833046016,<color=#FFC700>신입 사원 오리엔테이션</color>을 성공적으로 수료했음을 증명합니다!<br>랭거스 팀의 정식 일원이 된 것을 축하합니다!<br><br>이제 나가서 <color=#FFC700>고기를 수확</color>하고 <color=#FFC700>은하계를 배불리</color> 먹입시다!
UI_ATTRIBUTE_ADD_FMT,153254426577985536,{value:+#.##;-#.##;+0}
UI_ATTRIBUTE_MODIFY_FMT,153254478088232960,{value:+#.##;-#.##;+0}%
UI_ATTRIBUTE_MULTIPLY_FMT,153254480353157120,x{value:0.##}
UI_BEING_REVIVED_BY,160196323477282816,{Name} 님이 부활 중
UI_BENEFITS_PERKS_TITLE,157261430313181184,특전
UI_BENEFITS_TERMINAL,155021233676607488,혜택 터미널
UI_INTERACTION_REVIVE,159415565250715648,부활
UI_INTERACTION_REVIVE_TARGET,160116078837489664,{Name}
UI_LEADERBOARD_RANK_EMPTY,152933015493795840,현재 인사팀을 이용할 수 없습니다.
UI_LEADERBOARD_RANK_NAME,152933011416932352,이름
UI_LEADERBOARD_RANK_RANK,152933013824462848,등급
UI_LEADERBOARD_RANK_TITLE,152933007226822656,이달의 직원
UI_OPTS_KEYWORD_POPUPS,152564154714021888,키워드 팝업
UI_OPTS_KEYWORD_POPUPS_HELP_MESSAGE,152564183084294144,설명에 언급된 키워드의 팝업 설명을 표시합니다.
UI_OPTS_KEYWORD_POPUPS_HELP_TITLE,152564181515624448,키워드 팝업	
UI_OPTS_VIDEO_DRAW_DIST,155444200114941952,렌더링 거리
UI_OPTS_VIDEO_DRAW_DIST_MESSAGE,155444247250530304,게임이 먼 지형과 오브젝트를 렌더링하는 거리입니다. 낮은 설정은 GPU와 CPU 부담을 줄여 Steam Deck 같은 저사양 기기에 권장됩니다. 높은 설정은 성능을 대가로 더 넓은 세계를 보여줍니다.
UI_OPTS_VIDEO_DRAW_DIST_TITLE,155444221707218944,렌더링 거리
UI_PLAYERHEALTH_DOWNED_TAG,159415579876253696,쓰러짐
UI_REQUIREMENT_FULL_VERSION,145016599318880256,정식 버전 필요
UI_REQUIREMENT_PERKRANK,157717392333463552,특전 1개 잠금 해제
UI_REQUIREMENT_PERKTRACK_RANK,155367902129676288,{track} 등급 {rank:roman()}
UI_REWARD_UI_SURPRISE_ME,145620353626861568,알아서 골라줘
UI_REWARD_UI_SURPRISE_ME_KEY,145639277600894976,[InputAction:LevelUpScreen/SurpriseMe]
UI_SELECT_UPGRADE_COUNT_FMT,152555780165328896,업그레이드 선택 +{Count}
UI_SHIP_TOUR_BOLT_BURGERS,154378478273159168,<color=#FFC700>볼트 버거</color>: 로드아웃을 고르고 여기서 런을 시작합니다.
UI_SHIP_TOUR_EMPLOYEE_HANDBOOK,154378456194342912,"<color=#FFC700>도감</color>: 적, 아이템, 세계관을 살펴봅니다."
UI_SHIP_TOUR_FLAIR_TERMINAL,154378473181274112,<color=#FFC700>재능 터미널</color>: 재능을 잠금 해제하고 강화해 패시브 보너스를 얻습니다.
UI_SHIP_TOUR_JUKEBOX,154378475714633728,<color=#FFC700>주크박스</color>: 함선의 음악을 바꿉니다.
UI_SHIP_TOUR_MEAT_LOCKERS,154378383981010944,<color=#FFC700>고기 보관함</color>: 장식용 고기를 여기서 고를 수 있습니다.
UI_SHIP_TOUR_MEAT_MARKET,154378474439565312,<color=#FFC700>고기 시장</color>: 선택된 무작위 고기를 미리 확인할 수 있습니다.
UI_SHIP_TOUR_NAVIGATION_TERMINAL,154378479544033280,<color=#FFC700>내비게이션 터미널</color>: 다음 목적지와 난이도를 선택합니다.
UI_SHIP_TOUR_SHOOTING_RANGE,154378477010673664,<color=#FFC700>사격장</color>: 런 전에 무기를 연습합니다.
UI_SHIP_TOUR_SMART_MEAT_TERMINAL,154378470564028416,<color=#FFC700>직원 혜택 터미널</color>: 직원 혜택을 잠금 해제하고 업그레이드합니다.
UI_SHIP_TOUR_WEAPON_TERMINAL,154378471918788608,<color=#FFC700>무기 터미널</color>: 무기를 잠금 해제하고 강화합니다.
UI_UPGRADE_COUNT_FMT,152141631115485184,+{Count}
UI_UPGRADE_EMPTY_SLOT,152531288336621568,빈 슬롯
UPGRADE_STATION,158017480964431872,업그레이드 스테이션
UI_CODEX_MUTATIONS_TAB,165154895239831552,돌연변이
UI_CODEX_MUTATIONS_FIRE_TITLE,165154895248220160,화염
UI_CODEX_MUTATIONS_ICE_TITLE,165154895248220161,얼음
UI_CODEX_MUTATIONS_SLIME_TITLE,165154895248220162,점액
UI_CODEX_MUTATIONS_ELECTRIC_TITLE,165154895248220163,전기
UI_CODEX_MUTATIONS_KINETIC_TITLE,165154895248220164,운동
UI_SAVEMGMT_SELECT_EMPLOYEE,165569668465025024,직원 선택
UI_SAVEMGMT_LAST_PLAYED,165571657299124224,마지막 플레이
UI_SAVEMGMT_RANGUS_FILES,165589631661760512,랭거스 파일:
UI_SAVEMGMT_EMPTY_SLOT_HEADER,164865773950459904,비어 있음
UI_OPTS_MARK_ALL_READ,165623256277049344,모두 읽음으로 표시
LE_EFrameLimit_TwoForty,169126859746828288,240Hz
PLAYER_DOWN_ANNOUNCEMENT,162770743492337664,{Player} 다운!
UI_ANNOUNCEMENT_BOSS_WARNING_EXECUVATOR,162681204534927360,헤어 포스 원이 행정 명령을 내린다!
UI_ANNOUNCEMENT_BOSS_WARNING_JUDGEMENTALITS,162681227154808832,크러다디 판사가 신청을 기각한다!
UI_ANNOUNCEMENT_BOSS_WARNING_LEGISMATOR,162681121139580928,포크 배럴 피트가 필리버스터 사용
UI_CINEMATIC_PROLOGUE_TEXT1,165560353607901184,"랭거스 고기 코퍼레이션은 한때 은하를 먹여 살렸다. 전성기에는 수십 개의 성계에서 수백만 명을 고용했다.<br><br>독자적인 '고기 과학'이 도를 넘자, 우주가 찢어지듯 포털이 열렸다. 그것에 닿은 모든 것은 죽거나 몸이 변형되었다.<br><br>칼 랭거스는 탈출했다. 대부분은 탈출하지 못했다."
UI_CINEMATIC_PROLOGUE_TEXT2,165560955771543552,"""여기 랭거스에선 고기만 수확하는 게 아냐.<br>영웅을 수확하지... 그게 바로 너야!""<br><br><br>–칼 랭거스, 창립자 겸 CEO<br>(복구된 채용 광고, 날짜 미상)"
UI_LEADERBOARD_NUKE_KILLS,163035281710112768,산업 재해 - 핵
UI_LEADERBOARD_RANK_SCORE,163032451393773568,점수
UI_SAVEMGMT_RANGUS_FILES_DATA,164863994869309440,{Found}/{Total}
UI_SYSTEMNAME_RANDOM,165564842473676800,무작위 행성계
UI_SYSTEMNAME_S2,165564616182587392,플럼터스 폴리
UI_SYSTEMNAME_S3,165564619336704000,옴니크론
UI_SYSTEMUNLOCK,165563304946688000,새 성계 잠금 해제
CELEBRATION_BANNER_FLAIR_DISPENSED,182655213074636800,재능 나왔다!
CELEBRATION_BANNER_FLAIR_HEADING_FMT,178255509733761024,{count}x {name} 재능
CELEBRATION_BANNER_FLAIR_SKIP_FMT,185871235538677760,{Button} 눌러서 건너뛰기
DEATHCERTIFICATE_CRITS,179093814876561411,치명타
DEATHCERTIFICATE_DAMAGE,179093814876561409,피해량
DEATHCERTIFICATE_DEAD_MEAT,179093814876561408,죽은 고기
DEATHCERTIFICATE_DPS,179093814876561412,DPS
DEATHCERTIFICATE_KILLED_BY_SPIDER,179093814876561416,<color=#FFC700>거미</color>에게 당함
DEATHCERTIFICATE_KILLS,179093814876561410,처치
DEATHCERTIFICATE_ON_THE_VERY_EVE_OF_HIS_4TH_BIRTHDAY,179093814876561417,네 번째 생일을 코앞에 두고
DEATHCERTIFICATE_RUN_FAILED,179093814868172800,런 실패!
DEATHCERTIFICATE_SIGNED_CARL_RANGUS_CEO,179093814876561415,"서명:<br><color=#FFFFFF>칼 랭거스, CEO</color>"
DEATHCERTIFICATE_THE_RANGUS_CORPORATION_HEREBY_ACKNOWLEDGES_THE_D,179093814876561413,랭거스 코퍼레이션은 이에 다음의 사망을 확인합니다:
DEATHCERTIFICATE_YOUR_CONTRIBUTIONS_TO_RANGUS_MEAT_CO_WILL_NEVER,179093814876561414,랭거스 미트 사에 대한 당신의 공헌은 결코 잊히지 않을 것입니다
END_STAGE_RUN_ABANDONED,178656993092820992,런 포기함
HUNTER_INCAPACITATED,169893516064841728,무력화됨
IA_ProfilerCapture,170595270909747200,ProfilerCapture
IB_Profiler Capture Chord,170595270913941504,Profiler Capture Chord
IB_modifier,170595270913941505,수정 키
LE_ECameraDistance_Far,174992531034988545,멀리
LE_ECameraDistance_Medium,174992531034988544,중간
LE_ECameraDistance_Near,174992531030794240,가까이
MODE_SELECT_CONTINUE_BTN,175310263911702528,계속하기
MODE_SELECT_LOAD_SAVE_BTN,175310282018512896,불러오기 / 새 게임
UI_FLAIRTERMINAL_INSERT_COIN,177509684464312320,"<sprite name=""CarlCoin""> 칼 코인 투입"
UI_FLAIRTERMINAL_INSERT_COST,182665081978347520,{count} {icon} {name} 투입
UI_FLAIRTERMINAL_REQUIRES_COIN,177529825763778560,"<color=#FF0000><sprite name=""CarlCoin""> 칼 코인 필요</color>"
UI_FLAIRTERMINAL_REQUIRES_COST,182665090496978944,<color=#FF0000>{count} {icon} {name} 필요</color>
UI_ITEM_ONADD_TRIGGER,176120503238385664,추가 시
UI_LOADOUT_COL_CONSUMABLES,182248566531547136,소모품
UI_LOADOUT_COL_WEAPONS,182248564694441984,무기
UI_LOADOUT_FLAIR_EMPTY_DESC,182260794391519232,플레어 터미널에서 재능을 잠금 해제해
UI_LOADOUT_SAVE_EXIT,182247692602171392,저장 후 종료
UI_LOCATION_CARD_DIFFICULTY_FMT,175384575272280064,난이도: {difficulty}
UI_LOCATION_CARD_HEADER,175386164208852992,위치
UI_LOCATION_CARD_SYSTEM_FMT,175384551528325120,S{index} | {system}
UI_MEATOFFERING_REQUIREMENT,176036607361478656,<color=red>장착된 고기 부위 필요</color>
UI_OPTS_VIDEO_BLOOM,182327216559874048,블룸
UI_OPTS_VIDEO_BLOOM_MESSAGE,182327251011887104,밝은 조명과 효과 주변의 블룸 광채를 켜고 끕니다. 눈부심과 눈의 피로를 줄이거나 밝은 장면이 색이 바래 보일 때 끄세요.
UI_OPTS_VIDEO_BLOOM_TITLE,182327234784124928,블룸
UI_OPTS_VIDEO_CAMERA_DISTANCE,174991015364517888,카메라 거리
UI_OPTS_VIDEO_CAMERA_DISTANCE_MESSAGE,174991034385686528,카메라가 캐릭터 뒤에서 얼마나 멀리 위치할지 조정합니다.
UI_OPTS_VIDEO_CAMERA_DISTANCE_TITLE,174991024080281600,카메라 거리
UI_REQUIREMENT_STAT_FLAIRPULLS_FMT,178238717753810944,재능 {count}개 수집
UI_SAVEMGMT_MSGBOX_ABANDON_RUN_CONFIRM,176120214003376128,런 포기
UI_SAVEMGMT_MSGBOX_ABANDON_RUN_MSG,176120210866036736,직원 {EmployeeNumber}의 진행 중인 런을 포기하시겠습니까?<br>로비에서 다시 시작합니다. 이 작업은 되돌릴 수 없습니다.
UI_SAVEMGMT_MSGBOX_ABANDON_RUN_TITLE,176120204733964288,런을 포기하시겠습니까?
UI_SAVEMGMT_RUN_IN_PROGRESS,175380214638960640,런 진행 중
MODE_SELECT_CREDITS_BTN,192915189290491904,크레딧
UI_OPTS_LOCALE_HELP_MESSAGE_MOD,193118195936124928,게임에서 표시되는 텍스트의 언어를 선택합니다.<br><br>{ModName}은(는) {Author} 님이 추가했습니다.
