Key,Id,Portuguese (Brazil)(pt-BR)
LE_EFrameLimit_Thirty,139459172264505368,30 Hz
LE_ELODBias_Close,139459172264505348,Próximo
LE_ELODBias_Far,139459172264505350,Distante
LE_ELODBias_Medium,139459172264505349,Médio
LE_EMSAALevel_MSAA2,139459172264505345,MSAAx2
LE_EMSAALevel_MSAA4,139459172264505346,MSAAx4
LE_EMSAALevel_MSAA8,139459172264505347,MSAAx8
LE_EMSAALevel_Off,139459172264505344,Desativado
LE_EMipDetailLevel_High,139459172264505358,Alto
LE_EMipDetailLevel_Low,139459172264505356,Baixo
LE_EMipDetailLevel_Medium,139459172264505357,Médio
LE_EParticlesQuality_High,139459172264505362,Alta
LE_EParticlesQuality_Low,139459172264505360,Baixa
LE_EParticlesQuality_Medium,139459172264505361,Média
LE_EParticlesQuality_Ultra,139459172264505364,Ultra
LE_EParticlesQuality_VeryHigh,139459172264505363,Muito Alta
LE_EParticlesQuality_VeryLow,139459172264505359,Muito Baixa
LE_ERenderScale_Half,139459172264505354,Média
LE_ERenderScale_Normal,139459172264505355,Normal
LE_EShadowDistance_Close,139459172264505351,Próximo
LE_EShadowDistance_Far,139459172264505353,Distante
LE_EShadowDistance_Medium,139459172264505352,Média
LE_EVoiceChatActivationType_OpenMic,139509073585303554,Microfone Aberto
LE_EVoiceChatActivationType_PushToTalk,139509073585303552,Pressionar para Falar
LE_EVoiceChatActivationType_Toggle,139509073585303553,Alternar
LE_EWindowStyle_FullScreen,139459172264505365,Tela Cheia
LE_EWindowStyle_FullScreenWindowed,139459172264505366,Tela Cheia (Janela)
LE_EWindowStyle_Windowed,139459172264505367,Janela
LE_UpscalingFilterSelection_Auto,139512957397561347,Automático
LE_UpscalingFilterSelection_FSR,139512957397561350,FSR
LE_UpscalingFilterSelection_Linear,139512957397561348,Linear
LE_UpscalingFilterSelection_Point,139512957397561349,Ponto
QUESTS_COMPLETED_TOAST_DESCRIPTION,135081248315924480,Fale com Carl para resgatar suas recompensas
QUEST_COMPLETED_NOTIFICATION_TITLE,135081004761079808,Missões Concluídas!
RANGUS_FILE_CONSUMED_PROMPT,129670008638791680,Arquivo Rangus Já Descoberto
RANGUS_FILE_MARKER_CLAIMED_TEXT_FMT,131574576540803072,Arquivo Rangus: {TextName}<br>(Já Descoberto)
RANGUS_FILE_MARKER_TEXT_FMT,130476658312339456,Arquivo Rangus: {TextName}
RAW_TEXT_FMT,130499560646631424,{Text}
UI_CARLTERMINAL_CHALLENGES,139166315988377600,Desafios
UI_CARLTERMINAL_CLAIM_BTN_CLAIMED,142385861473853440,Resgatado
UI_CARLTERMINAL_CLAIM_BTN_LOCKED,142385863298375680,Bloqueado
UI_CODEX_ENEMIES_TAB,135116477412704256,Criaturas
UI_False,139510450587889664,Falso
UI_INSPECT_MUTATION_SUBTITLE,132645578322468864,Mutações
UI_INTERACTION_MUTATION,133755069285785600,Reivindicar Mutação:<color={RewardColor}>{TextName}</color><br><br>{Description}
UI_INTERACTION_WEAPON,131103886683398144,Reivindicar Arma: {Text}
UI_INTERACTION_WEAPON_TITLE,131105138871885824,Arma
UI_OBJECTIVES_TITLE,141649218399887360,Objetivos:
UI_RUNINFO_ENEMY_HEALTH_FMT,127528200000000000,> Vida dos Inimigos: +{percent}%
UI_RUNINFO_TIME_FMT,127528100000000000,Tempo no sistema: {time}
UI_True,139510449321209856,Verdadeiro
UI_MAX_STACKS_FMT,150353972479123456,Acúmulos Máximos: {count}
CELEBRATION_BANNER_MUTATION_UNLOCKED,157196339714711552,Mutação Desbloqueada!
CELEBRATION_BANNER_ITEM_UNLOCKED,157196341396627456,Item Desbloqueado!
CELEBRATION_BANNER_FLAIR_UNLOCKED,157196345850978304,Brasão Desbloqueado!
CELEBRATION_BANNER_ARTIFACT_UNLOCKED,157204905355894784,Artefato Desbloqueado!
MAIN_MENU_DISCORD_REPORT_BUG_BUTTON,160623538572615680,Reportar um bug
UI_MAIN_MENU_REPORT_BUG_MESSAGE,160864087942619136,Quer reportar um bug ou dar uma sugestão sobre o jogo? Venha ao nosso Discord!
OPTS_MULTIPLAYER_HOST_MODE,160914647022559232,Visibilidade do Lobby
OPTS_HOST_MODE_PUBLIC,160920542238466048,Público
OPTS_HOST_MODE_FRIENDS,160920542238466049,Somente Amigos
OPTS_HOST_MODE_PRIVATE,160920542238466050,Privado
UI_MULTIPLAYER_HOST_MODE_HELP_TITLE,160920542238466051,Visibilidade do Lobby
UI_MULTIPLAYER_HOST_MODE_HELP_MESSAGE,160920542238466052,Define quem pode entrar na sua partida. Público: qualquer um pode entrar pela lista de lobbies. Somente Amigos: apenas seus amigos do Steam podem ver e entrar no seu lobby. Privado: sua partida não vai aparecer na lista de lobbies.
UI_NEWSAVE_TITLE,161300188696141824,Configuração de Novo Funcionário
UI_NEWSAVE_PLAY_TUTORIAL,161300196812120064,Jogar o Tutorial
UI_NEWSAVE_TUTORIAL,161325451916075008,Tutorial
UI_NEWSAVE_SUBTITLE,161325468882034688,Isso pode ser alterado antes de qualquer expedição ajustando as configurações de expedição.
UI_NEWSAVE_SCREENTITLE,161550229604130816,Selecione sua dificuldade inicial
UI_CODEX_TIER_UNDISCOVERED,163840130551836672,???
UI_CARLTERMINAL_MAINLINE_PROGRESS,164591723147681792,{Current} PRINCIPAL(IS) DE {Total}:
CELEBRATION_BANNER_CODEX_HINT,157204904043077632,Entrada adicionada ao códice
CELEBRATION_BANNER_CONFIRM,157229979689541632,Confirmar
CELEBRATION_BANNER_FLAIR_EQUIP_HINT,157204896069705728,*Equipe no Rebimburguer
CELEBRATION_BANNER_NEW_QUESTLINE_UNLOCKED,157204890768105472,Nova Linha de Missões Desbloqueada: {name}
CELEBRATION_BANNER_QUEST_COMPLETE,157196335902089216,Missão Concluída!
CELEBRATION_BANNER_RANK_HEADING,157240833617158144,Ranque de Funcionário {rank}
CELEBRATION_BANNER_RANK_INCREASED,157196347440619520,Ranque de Funcionário Aumentado!
CELEBRATION_BANNER_REWARDS_EARNED,157243622590242816,Recompensas Recebidas
CELEBRATION_BANNER_RP_TO_NEXT_RANK,157204893980942336,PR para o Próximo Ranque: {amount}
CELEBRATION_BANNER_WEAPON_EQUIP_HINT,157204901467774976,*Equipe no Armário de Carnes
CELEBRATION_BANNER_WEAPON_UNLOCKED,157238824793006080,Arma Desbloqueada!
CODEX_TOAST_HEADER_ARTIFACT,158291413488664576,Novo Artefato!
CODEX_TOAST_HEADER_CREATURE,158291454114693120,Nova Criatura!
CODEX_TOAST_HEADER_CURRENCY,158291422971985920,Novo Recurso!
CODEX_TOAST_HEADER_GENERIC,158291396984078336,Novas Entradas!
CODEX_TOAST_HEADER_ITEM,158291406320599040,Novo Item!
CODEX_TOAST_HEADER_MEAT,158291431851327488,Carne Nova!
CODEX_TOAST_HEADER_RANGUS_FILE,158291467289001984,Novo Arquivo Rangus!
CODEX_TOAST_SUBHEADER,158291475207847936,Adicionado ao Códice
END_STAGE_HEADER_PLANET_STATS,144853505636556800,Estatísticas do Planeta
END_STAGE_MEAT_CORE_SECURED,144127700346331136,Núcleo de carne garantido
IA_SurpriseMe,145669286033088512,Me Surpreenda
INFORMATION_TERMINAL_TITLE,159254944652492800,Códice
LEVEL_UP_AUTO_SELECT_FMT,160182415509151744,Seleção automática em: <color=#FF0080>{Seconds}</color>s
LEVEL_UP_EXIT,146737720124760064,[InputAction:Cancel] Sair da Seleção de Melhorias
LEVEL_UP_IN_SECONDS_FMT,160177751237582848,Pausando em <color=#FF0080>{Seconds:0.0}</color>
LEVEL_UP_STILL_SELECTING_TITLE,160189906225717248,Os Cientistas da Carne ainda estão pensando...
LE_EDrawDistance_Close,155444035605950464,Perto
LE_EDrawDistance_Far,155444035631116289,Distante
LE_EDrawDistance_Medium,155444035631116288,Média
TUTORIAL_COMPLETE_TITLE,158105394041839616,Certificado de Conclusão
TUTORIAL_COMPLETION_CARL_NAME,158106223612256256,"Carl Rangus, CEO"
TUTORIAL_COMPLETION_SIGNED,158106159250661376,Assinado:
TUTORIAL_COMPLETION_SQUISHIE_NAME,158105683281043456,Coxão Mole
TUTORIAL_COMPLETION_SUBTITLE_01,158105588380721152,Certificamos que
TUTORIAL_COMPLETION_SUBTITLE_02,158105801833046016,passou com sucesso no <color=#FFC700>Programa de Orientação de Funcionários</color>!<br>Parabéns por se tornar um membro oficial da equipe Rangus!<br><br>Agora vamos lá: <color=#FFC700>colha Carne</color> e <color=#FFC700>alimente a Galáxia</color>!
UI_ATTRIBUTE_ADD_FMT,153254426577985536,{value:+#.##;-#.##;+0}
UI_ATTRIBUTE_MODIFY_FMT,153254478088232960,{value:+#.##;-#.##;+0}%
UI_ATTRIBUTE_MULTIPLY_FMT,153254480353157120,{value:0.##}x
UI_BEING_REVIVED_BY,160196323477282816,{Name} está te revivendo
UI_BENEFITS_PERKS_TITLE,157261430313181184,Vantagens
UI_BENEFITS_TERMINAL,155021233676607488,Terminal de Benefícios
UI_INTERACTION_REVIVE,159415565250715648,Reviver
UI_INTERACTION_REVIVE_TARGET,160116078837489664,{Name}
UI_LEADERBOARD_RANK_EMPTY,152933015493795840,O RH não está disponível no momento.
UI_LEADERBOARD_RANK_NAME,152933011416932352,Nome
UI_LEADERBOARD_RANK_RANK,152933013824462848,Ranque
UI_LEADERBOARD_RANK_TITLE,152933007226822656,Funcionários do Mês
UI_OPTS_KEYWORD_POPUPS,152564154714021888,Pop-ups de Palavras-chave
UI_OPTS_KEYWORD_POPUPS_HELP_MESSAGE,152564183084294144,Mostra descrições em pop-up para palavras-chave mencionadas nas descrições.
UI_OPTS_KEYWORD_POPUPS_HELP_TITLE,152564181515624448,Pop-ups de Palavras-chave	
UI_OPTS_VIDEO_DRAW_DIST,155444200114941952,Distância de Renderização
UI_OPTS_VIDEO_DRAW_DIST_MESSAGE,155444247250530304,"A que distância o jogo renderiza geometria e objetos distantes. Configurações mais baixas reduzem o custo de GPU e CPU — recomendado em hardware mais modesto, como o Steam Deck. Configurações mais altas mostram mais do mundo ao custo de desempenho."
UI_OPTS_VIDEO_DRAW_DIST_TITLE,155444221707218944,Distância de Renderização
UI_PLAYERHEALTH_DOWNED_TAG,159415579876253696,CAÍDO
UI_REQUIREMENT_FULL_VERSION,145016599318880256,Requer a Versão Completa
UI_REQUIREMENT_PERKRANK,157717392333463552,Desbloqueie uma Vantagem
UI_REQUIREMENT_PERKTRACK_RANK,155367902129676288,{track} Ranque {rank:roman()}
UI_REWARD_UI_SURPRISE_ME,145620353626861568,Me Surpreenda
UI_REWARD_UI_SURPRISE_ME_KEY,145639277600894976,[InputAction:LevelUpScreen/SurpriseMe]
UI_SELECT_UPGRADE_COUNT_FMT,152555780165328896,Selecionar Melhoria +{Count}
UI_SHIP_TOUR_BOLT_BURGERS,154378478273159168,<color=#FFC700>Rebimburgueres</color>: escolha seu equipamento e comece uma expedição aqui.
UI_SHIP_TOUR_EMPLOYEE_HANDBOOK,154378456194342912,"<color=#FFC700>Códice</color>: veja inimigos, itens e a história."
UI_SHIP_TOUR_FLAIR_TERMINAL,154378473181274112,<color=#FFC700>Terminal de Brasões</color>: desbloqueie e melhore brasões para bônus passivos.
UI_SHIP_TOUR_JUKEBOX,154378475714633728,<color=#FFC700>Jukebox</color>: mude a música da nave.
UI_SHIP_TOUR_MEAT_LOCKERS,154378383981010944,<color=#FFC700>Armários de Carnes</color>: escolha sua carne cosmética aqui.
UI_SHIP_TOUR_MEAT_MARKET,154378474439565312,<color=#FFC700>Mercado de Carnes</color>: veja uma seleção de carnes aleatórias.
UI_SHIP_TOUR_NAVIGATION_TERMINAL,154378479544033280,<color=#FFC700>Terminal de Navegação</color>: escolha seu próximo destino e a dificuldade.
UI_SHIP_TOUR_SHOOTING_RANGE,154378477010673664,<color=#FFC700>Campo de Tiro</color>: treine suas armas antes de uma expedição.
UI_SHIP_TOUR_SMART_MEAT_TERMINAL,154378470564028416,<color=#FFC700>Terminal de Benefícios do Funcionário</color>: desbloqueie e melhore seus benefícios de funcionário.
UI_SHIP_TOUR_WEAPON_TERMINAL,154378471918788608,<color=#FFC700>Terminal de Armas</color>: desbloqueie e melhore armas.
UI_UPGRADE_COUNT_FMT,152141631115485184,+{Count}
UI_UPGRADE_EMPTY_SLOT,152531288336621568,Espaço Vazio
UPGRADE_STATION,158017480964431872,Estação de Melhorias
UI_CODEX_MUTATIONS_TAB,165154895239831552,Mutações
UI_CODEX_MUTATIONS_FIRE_TITLE,165154895248220160,Fogo
UI_CODEX_MUTATIONS_ICE_TITLE,165154895248220161,Gelo
UI_CODEX_MUTATIONS_SLIME_TITLE,165154895248220162,Gosma
UI_CODEX_MUTATIONS_ELECTRIC_TITLE,165154895248220163,Elétrico
UI_CODEX_MUTATIONS_KINETIC_TITLE,165154895248220164,Cinético
UI_CARLTERMINAL_COMPLETE_ALL_TO_EARN,164593566355546112,Conclua todas as missões para ganhar:
UI_SAVEMGMT_SELECT_EMPLOYEE,165569668465025024,Selecionar funcionário
UI_SAVEMGMT_LAST_PLAYED,165571657299124224,Última partida
UI_SAVEMGMT_RANGUS_FILES,165589631661760512,Arquivos da Rangus:
UI_SAVEMGMT_EMPTY_SLOT_HEADER,164865773950459904,VAZIO
UI_OPTS_MARK_ALL_READ,165623256277049344,Marcar tudo como lido
LE_EFrameLimit_TwoForty,169126859746828288,240 Hz
PLAYER_DOWN_ANNOUNCEMENT,162770743492337664,Derrubaram {Player}!
UI_ANNOUNCEMENT_BOSS_WARNING_EXECUVATOR,162681204534927360,Aeroperuca emite ORDENS EXECUTIVAS!
UI_ANNOUNCEMENT_BOSS_WARNING_JUDGEMENTALITS,162681227154808832,Juiz Lagostim NEGA SUA MOÇÃO!
UI_ANNOUNCEMENT_BOSS_WARNING_LEGISMATOR,162681121139580928,Pete do Partido Porcalhão usa A OBSTRUÇÃO
UI_CINEMATIC_PROLOGUE_TEXT1,165560353607901184,"A Corporação Carnes Rangus já alimentou a galáxia. No seu auge, empregava milhões em dezenas de sistemas estelares.<br><br>Quando sua ""ciência da carne"" exclusiva foi longe demais, um portal se rompeu no universo. Tudo o que a empresa tocou foi morto ou transformado.<br><br>Carl Rangus escapou. A maioria não."
UI_CINEMATIC_PROLOGUE_TEXT2,165560955771543552,"""Aqui na Rangus, não colhemos só carne,<br>colhemos heróis... que nem você!""<br><br><br>–Carl Rangus, Fundador e CEO<br>(anúncio de recrutamento recuperado, data desconhecida)"
UI_LEADERBOARD_NUKE_KILLS,163035281710112768,Incidentes de Trabalho - Nuclear
UI_LEADERBOARD_RANK_SCORE,163032451393773568,Pontuação
UI_SAVEMGMT_RANGUS_FILES_DATA,164863994869309440,{Found}/{Total}
UI_SYSTEMNAME_RANDOM,165564842473676800,Sistema Aleatório
UI_SYSTEMNAME_S2,165564616182587392,Encanadoideira
UI_SYSTEMNAME_S3,165564619336704000,Omnikron
UI_SYSTEMUNLOCK,165563304946688000,novo sistema desbloqueado
CELEBRATION_BANNER_FLAIR_DISPENSED,182655213074636800,Brasão liberado!
CELEBRATION_BANNER_FLAIR_HEADING_FMT,178255509733761024,{count}x Brasão {name}
CELEBRATION_BANNER_FLAIR_SKIP_FMT,185871235538677760,Aperte {Button} para pular
DEATHCERTIFICATE_CRITS,179093814876561411,CRÍTICOS
DEATHCERTIFICATE_DAMAGE,179093814876561409,DANO
DEATHCERTIFICATE_DEAD_MEAT,179093814876561408,VIROU LINGUIÇA
DEATHCERTIFICATE_DPS,179093814876561412,DPS
DEATHCERTIFICATE_KILLED_BY_SPIDER,179093814876561416,MORTO POR <color=#FFC700>ARANHA</color>
DEATHCERTIFICATE_KILLS,179093814876561410,ABATES
DEATHCERTIFICATE_ON_THE_VERY_EVE_OF_HIS_4TH_BIRTHDAY,179093814876561417,BEM NA VÉSPERA DO SEU 4º ANIVERSÁRIO
DEATHCERTIFICATE_RUN_FAILED,179093814868172800,PARTIDA FRACASSOU!
DEATHCERTIFICATE_SIGNED_CARL_RANGUS_CEO,179093814876561415,"Assinado:<br><color=#FFFFFF>Carl Rangus, CEO</color>"
DEATHCERTIFICATE_THE_RANGUS_CORPORATION_HEREBY_ACKNOWLEDGES_THE_D,179093814876561413,A Corporação Rangus reconhece por meio deste o falecimento de
DEATHCERTIFICATE_YOUR_CONTRIBUTIONS_TO_RANGUS_MEAT_CO_WILL_NEVER,179093814876561414,Suas contribuições para a Rangus Meat Co jamais serão esquecidas
END_STAGE_RUN_ABANDONED,178656993092820992,Partida abandonada
HUNTER_INCAPACITATED,169893516064841728,Incapacitado
IA_ProfilerCapture,170595270909747200,ProfilerCapture
IB_Profiler Capture Chord,170595270913941504,Profiler Capture Chord
IB_modifier,170595270913941505,modificador
LE_ECameraDistance_Far,174992531034988545,Longe
LE_ECameraDistance_Medium,174992531034988544,Médio
LE_ECameraDistance_Near,174992531030794240,Perto
MODE_SELECT_CONTINUE_BTN,175310263911702528,Continuar
MODE_SELECT_LOAD_SAVE_BTN,175310282018512896,Carregar / Nova partida
UI_FLAIRTERMINAL_INSERT_COIN,177509684464312320,"Insira <sprite name=""CarlCoin""> Moedas Carl"
UI_FLAIRTERMINAL_INSERT_COST,182665081978347520,Insira {count} {icon} {name}
UI_FLAIRTERMINAL_REQUIRES_COIN,177529825763778560,"<color=#FF0000>Requer <sprite name=""CarlCoin""> Carl Coin</color>"
UI_FLAIRTERMINAL_REQUIRES_COST,182665090496978944,<color=#FF0000>Requer {count} {icon} {name}</color>
UI_ITEM_ONADD_TRIGGER,176120503238385664,Ao adicionar
UI_LOADOUT_COL_CONSUMABLES,182248566531547136,Consumíveis
UI_LOADOUT_COL_WEAPONS,182248564694441984,Armas
UI_LOADOUT_FLAIR_EMPTY_DESC,182260794391519232,Desbloqueie Brasão no Terminal de Brasão
UI_LOADOUT_SAVE_EXIT,182247692602171392,Salvar e Sair
UI_LOCATION_CARD_DIFFICULTY_FMT,175384575272280064,Dificuldade: {difficulty}
UI_LOCATION_CARD_HEADER,175386164208852992,Local
UI_LOCATION_CARD_SYSTEM_FMT,175384551528325120,S{index} | {system}
UI_MEATOFFERING_REQUIREMENT,176036607361478656,<color=red>Requer partes de carne equipadas</color>
UI_OPTS_VIDEO_BLOOM,182327216559874048,Bloom
UI_OPTS_VIDEO_BLOOM_MESSAGE,182327251011887104,"Ativa o brilho de bloom ao redor de luzes e efeitos intensos. Desative para reduzir o ofuscamento e o cansaço visual, ou se as cenas claras parecerem desbotadas."
UI_OPTS_VIDEO_BLOOM_TITLE,182327234784124928,Bloom
UI_OPTS_VIDEO_CAMERA_DISTANCE,174991015364517888,Distância da Câmera
UI_OPTS_VIDEO_CAMERA_DISTANCE_MESSAGE,174991034385686528,Ajusta a que distância a câmera fica atrás do seu personagem.
UI_OPTS_VIDEO_CAMERA_DISTANCE_TITLE,174991024080281600,Distância da Câmera
UI_REQUIREMENT_STAT_FLAIRPULLS_FMT,178238717753810944,Colete {count} Brasão
UI_SAVEMGMT_MSGBOX_ABANDON_RUN_CONFIRM,176120214003376128,Abandonar partida
UI_SAVEMGMT_MSGBOX_ABANDON_RUN_MSG,176120210866036736,Abandonar a partida em andamento do Funcionário {EmployeeNumber}?<br>Você voltará ao saguão. Isso não pode ser desfeito.
UI_SAVEMGMT_MSGBOX_ABANDON_RUN_TITLE,176120204733964288,Abandonar partida?
UI_SAVEMGMT_RUN_IN_PROGRESS,175380214638960640,Partida em andamento
MODE_SELECT_CREDITS_BTN,192915189290491904,Créditos
UI_OPTS_LOCALE_HELP_MESSAGE_MOD,193118195936124928,Selecione o idioma de sua preferência para visualizar o texto no jogo.<br><br>{ModName} foi adicionado por {Author}.
